dist,wgt,vol,cost
1271.1846215567705,3.640379951339775,4.545795022709428,2290.748019622134
1394.994820171711,0.5157549917627052,0.4387261726400825,1134.120947138037
1959.599897230736,7.027212582900678,10.76087006490043,1972.17971279534
314.0413962106439,2.7131911277577894,3.311561111818686,1737.4315736225956
622.3076233296111,4.175783705606049,4.409475554111913,983.5217338906647
653.3667475846057,4.985618124183206,8.391962025869518,1270.6218637259842
799.0967843330388,19.61742097725837,15.04491535852608,2312.012604460221
2685.3333945067043,3.547328179852292,6.127767165157898,3831.3821118810106
1009.2923465958409,14.413429277400724,20.658896629487288,2740.0959405573294
1664.271917728182,11.48703739775634,8.63135328265897,2458.639065407858
2561.8705025596405,13.664121906219847,11.283642579026155,4075.8667048323623
459.462020142677,4.079082894283426,4.7523578940351925,1795.2817455533195
894.4678362755935,11.479623267844628,10.024843912180906,2438.4224530483793
1113.3605753971597,4.744483468914383,3.3943674993817075,1832.2198910189516
2583.0289705290074,13.346382130956112,13.950843144765964,3868.7892328235284
2768.157171264045,13.30174520068798,15.561038063691962,3760.6580268972475
460.7025332088217,6.233394303032973,6.94061907466075,234.5388845849855
832.0579602553528,4.673745381138682,2.667448649900375,1971.385228748738
1740.331853966693,4.004500278779351,4.17932629184987,2910.3217604963024
834.3951673654198,11.819150354683163,12.59087406365493,1431.5460206239425
850.9803170660485,2.1577197738856926,2.422143632193428,1426.9763638081597
1460.4677215027627,16.977339643599237,9.087376801912187,2782.1954689909553
666.1409065881668,6.084885933917948,5.659751828839878,2107.583730563932
1035.074775355868,0.7872230555969331,0.728306707272748,2267.287478924842
1884.06597607542,4.770513884361984,6.038636268800873,3540.2307309002927
766.4466389455401,15.989520379322077,18.302505071438546,1457.0677734374267
1911.94518546883,12.546323897288932,18.40675739208553,3027.5764653982656
1887.096634352134,7.888167983328532,7.262319910157587,2730.630355300749
2440.3304029421247,9.49567950529762,6.913158497998529,3392.1264833475475
517.0206646633752,1.9109585902759936,3.2811708887961206,1935.905040176148
417.2845982855773,25.9674545113995,27.541407320900834,1898.6274829712117
327.6996915044292,10.060230101823626,9.569713170831664,492.7978043954187
1868.40346723632,21.031866775982408,22.04125160346003,3604.5132340529194
1633.607884200066,2.6143855976675416,2.588436098642924,2911.8084850608075
968.3593646886654,10.847676520860665,7.642663152039564,1829.9997426410828
2046.1750361208824,8.025899103721377,5.049326996310372,2718.274472952854
1769.870285173267,11.764855860001331,9.307975751112938,2657.61821038582
576.732695069162,18.30897453490994,12.63155154454524,1482.9142806881437
1138.687894615826,10.461421538252162,11.583508077898646,1887.3659853323093
1076.882786187352,5.750088587289933,5.337307612736993,2908.5872543075598
3154.2775437592204,7.995653378122931,8.897122719956643,5048.8474155968515
804.3786179570149,9.160050214207716,10.266661698340911,1965.9562107116203
